timeSec,positionX,positionY,yawRad,surgeVelocity,swayVelocity,yawRate,currentX,currentY,forceXBody,forceYBody,momentYaw,positionErrorNorm,yawError,forceNorm,requestedForceXBody,requestedForceYBody
2.550000000000000266e+00,1.188801664294365734e+00,-4.830876255130541197e-01,-1.333072217943653826e-02,-1.037941234215880248e+00,5.465087651697951854e-01,-4.380402500312613467e-02,1.291513491211728482e-01,-2.775488812231528477e-02,-4.284941655375456904e+00,-5.057666597365792605e+00,3.708138750770656467e-01,1.283208108980337991e+00,1.333072217943653826e-02,6.628779404994666002e+00,-4.284941655375456904e+00,-5.057666597365792605e+00
2.600000000000000089e+00,1.144221784316473034e+00,-4.570046231808437831e-01,-1.540282428214467814e-02,-1.019219081550641226e+00,5.229693997071217515e-01,-3.912169025972357661e-02,1.295364799487696561e-01,-2.751195436035734632e-02,-3.498299585745743290e+00,-4.970427285782608173e+00,3.453208497857547243e-01,1.232110675756459051e+00,1.540282428214467814e-02,6.078095704649697950e+00,-3.498299585745743290e+00,-4.970427285782608173e+00
2.650000000000000355e+00,1.100646852719152191e+00,-4.319806808321156044e-01,-1.725111756163810739e-02,-9.999122441663290672e-01,5.002747631651892624e-01,-3.484803842969205756e-02,1.299148143915148379e-01,-2.727551994207816355e-02,-2.776626177945713536e+00,-4.864978188602392173e+00,3.210098845490854114e-01,1.182383526193067969e+00,1.725111756163810739e-02,5.601577073256283512e+00,-2.776626177945713536e+00,-4.864978188602392173e+00
2.700000000000000178e+00,1.058094246078170597e+00,-4.079886900496931812e-01,-1.889530725686139334e-02,-9.801188878615613165e-01,4.784221825651550075e-01,-3.095417019112652046e-02,1.302865068850677654e-01,-2.704568872669013344e-02,-2.116694964381810706e+00,-4.744845212915579147e+00,2.979023330840007144e-01,1.134027426825381824e+00,1.889530725686139334e-02,5.195570581444082237e+00,-2.116694964381810706e+00,-4.744845212915579147e+00
2.750000000000000000e+00,1.016577940934623392e+00,-3.850002787392051151e-01,-2.035368800067960393e-02,-9.599306852993502170e-01,4.574045011556525653e-01,-2.741254851049380881e-02,1.306517194633595169e-01,-2.682254416568958036e-02,-1.515300121011108780e+00,-4.613103389987245784e+00,2.760054880595558258e-01,1.087039982992412446e+00,2.035368800067960393e-02,4.855600616138862513e+00,-1.515300121011108780e+00,-4.613103389987245784e+00
2.800000000000000266e+00,9.761086790534296842e-01,-3.629861138332181603e-01,-2.164321245217371015e-02,-9.394329948284791953e-01,4.372108017815425907e-01,-2.419701917516958040e-02,1.310106199426632201e-01,-2.660615029441424848e-02,-9.692768819036200467e-01,-4.472423136700187207e+00,2.553148052881634156e-01,1.041415897784921274e+00,2.164321245217371015e-02,4.576250254027192099e+00,-9.692768819036200467e-01,-4.472423136700187207e+00
2.850000000000000089e+00,9.366941362811654903e-01,-3.419161716740394819e-01,-2.277956056447161259e-02,-9.187050616650649371e-01,4.178270478471090010e-01,-2.128281582013051912e-02,1.313633802995918809e-01,-2.639655274519696337e-02,-4.755184394875395792e-01,-4.325113003047581728e+00,2.358158700700251909e-01,9.971472175139184380e-01,2.277956056447161259e-02,4.351174585720956500e+00,-4.755184394875395792e-01,-4.325113003047581728e+00
2.900000000000000355e+00,8.983390937722094405e-01,-3.217599781963075278e-01,-2.377720877535205446e-02,-8.978202363411729170e-01,3.992366489866985280e-01,-1.864655192805767317e-02,1.317101752302968498e-01,-2.619377977472925334e-02,-3.098974903389333305e-02,-4.173158981458180428e+00,2.174861303561339554e-01,9.542235644587502286e-01,2.377720877535205446e-02,4.173274044329016164e+00,-3.098974903389333305e-02,-4.173158981458180428e+00
2.950000000000000178e+00,8.610456103742027967e-01,-3.024868210313003125e-01,-2.464949852454001444e-02,-8.768462059908231909e-01,3.814209582365343243e-01,-1.626620199321613530e-02,1.320511808781350549e-01,-2.599784329838099317e-02,3.672613809385453787e-01,-4.018260492276394480e+00,2.002964194324761693e-01,9.126323575472794492e-01,2.464949852454001444e-02,4.035009083721896594e+00,3.672613809385453787e-01,-4.018260492276394480e+00
3.000000000000000000e+00,8.248131950172591376e-01,-2.840659356314436668e-01,-2.540870360454139387e-02,-8.558452346437166458e-01,3.643597071421722511e-01,-1.412107377833168170e-02,1.323865737172149337e-01,-2.580873992454267227e-02,7.220955665472836849e-01,-3.861863188343022557e+00,1.842122889848217260e-01,8.723590215391520131e-01,2.540870360454139387e-02,3.928792345327782876e+00,7.220955665472836849e-01,-3.861863188343022557e+00
3.050000000000000266e+00,7.896389780274069015e-01,-2.664666674695955750e-01,-2.606609594238173955e-02,-8.348744092362899716e-01,3.480313848509037911e-01,-1.219177335806960125e-02,1.327165295794926758e-01,-2.562645198251316953e-02,1.036275183223439589e+00,-3.705188741903776783e+00,1.691951716767529923e-01,8.333871852221628185e-01,2.606609594238173955e-02,3.847374412309681357e+00,1.036275183223439589e+00,-3.705188741903776783e+00
3.100000000000000089e+00,7.555178803761222195e-01,-2.496586123068505192e-01,-2.663200948894939302e-02,-8.139858885317692305e-01,3.324135668389450182e-01,-1.046016443055245923e-02,1.330412228134568442e-01,-2.545094853800420470e-02,1.312459477991245960e+00,-3.549261790410817685e+00,1.552033907597862028e-01,7.956988690874273740e-01,2.663200948894939302e-02,3.784152367207120893e+00,1.312459477991245960e+00,-3.549261790410817685e+00
