timeSec,positionX,positionY,yawRad,surgeVelocity,swayVelocity,yawRate,currentX,currentY,forceXBody,forceYBody,momentYaw,positionErrorNorm,yawError,forceNorm,requestedForceXBody,requestedForceYBody
1.950000000000000178e+00,1.596249853394108520e+00,-5.901650927751102005e-01,3.834733110205901241e-02,-1.074277413060711117e+00,5.478427079365562058e-01,-1.438603223151360133e-01,3.495498557281194463e-02,2.629601842664343048e-01,-1.327696142298801618e+01,-1.302042782196959969e+01,7.281043640155977492e-01,1.701854409516562416e+00,-3.834733110205901241e-02,1.859594701257862681e+01,-1.327696142298801618e+01,-1.302042782196959969e+01
2.000000000000000000e+00,1.543588311635510912e+00,-5.523580597671684522e-01,3.146198633958929847e-02,-1.066397371383393633e+00,5.139482624351948692e-01,-1.316619254750643064e-01,3.637569195345009138e-02,2.634308821270032741e-01,-1.174463658784304343e+01,-1.333497659612121211e+01,6.997497749264798284e-01,1.639440240450233066e+00,-3.146198633958929847e-02,1.776958326465766902e+01,-1.174463658784304343e+01,-1.333497659612121211e+01
2.050000000000000266e+00,1.491648148958715892e+00,-5.158350273804851449e-01,2.516593931045951749e-02,-1.056709241478292594e+00,4.807000307950693996e-01,-1.202811434778159327e-01,3.778318123470551793e-02,2.638929544343508460e-01,-1.030593202214184778e+01,-1.356166950721989650e+01,6.699267188261197603e-01,1.578321885980356498e+00,-2.516593931045951749e-02,1.703323559010638277e+01,-1.030593202214184778e+01,-1.356166950721989650e+01
2.100000000000000089e+00,1.440482053561612963e+00,-4.805975080421358570e-01,1.941913985205667714e-02,-1.045377080600174091e+00,4.481917187307136174e-01,-1.096850459300122427e-01,3.917742891198387062e-02,2.643458745967275370e-01,-8.959391247864513019e+00,-1.371198950968983610e+01,6.391363908083302903e-01,1.518539598222381715e+00,-1.941913985205667714e-02,1.637954052610009370e+01,-8.959391247864513019e+00,-1.371198950968983610e+01
2.149999999999999911e+00,1.390138229271691284e+00,-4.466410623181064632e-01,1.418322325170429110e-02,-1.032559212187296183e+00,4.164992459875520581e-01,-9.983915895091408088e-02,4.055847000277999770e-02,2.647891608732336755e-01,-7.703030661409048463e+00,-1.379632224388818074e+01,6.078069288318448393e-01,1.460127574916411097e+00,-1.418322325170429110e-02,1.580111353126138773e+01,-7.703030661409048463e+00,-1.379632224388818074e+01
2.200000000000000178e+00,1.340660489885242335e+00,-4.139559809555283243e-01,9.421573436534824708e-03,-1.018407674629548731e+00,3.856827205033394601e-01,-9.070801962252088291e-02,4.192639222633988416e-02,2.652223754304255388e-01,-6.534435497026116479e+00,-1.382402005937004930e+01,5.763015370736854770e-01,1.403114429869563917e+00,-9.421573436534824708e-03,1.529059769487970222e+01,-6.534435497026116479e+00,-1.382402005937004930e+01
2.250000000000000000e+00,1.292088354938645711e+00,-3.825279266374712606e-01,5.099360497302196649e-03,-1.003067807722829441e+00,3.557882682768204741e-01,-8.225564890684829156e-02,4.328132958619718834e-02,2.656451233846009452e-01,-5.450845664497594001e+00,-1.380346894235625932e+01,5.449258584652274529e-01,1.347523629338505557e+00,-5.099360497302196649e-03,1.484073695275157334e+01,-5.450845664497594001e+00,-1.380346894235625932e+01
2.300000000000000266e+00,1.244457150592133576e+00,-3.523385344603174874e-01,1.183556393029583376e-03,-9.866779604201580955e-01,3.268497196674167160e-01,-7.444595213918922538e-02,4.462345636548376016e-02,2.660570517929604639e-01,-4.449231866547838088e+00,-1.374215672104680763e+01,5.139346537473459264e-01,1.293373898965622493e+00,-1.183556393029583376e-03,1.444446383733632011e+01,-4.449231866547838088e+00,-1.374215672104680763e+01
2.350000000000000089e+00,1.197798118039242077e+00,-3.233659707547287820e-01,-2.357067750733854439e-03,-9.693693044009058513e-01,2.988901549337543151e-01,-6.724305536085931068e-02,4.595298153880426895e-02,2.664578485695106025e-01,-3.526362539012893649e+00,-1.364674121781388116e+01,4.835378411503202800e-01,1.240679605144091369e+00,2.357067750733854439e-03,1.409499126010845593e+01,-3.526362539012893649e+00,-1.364674121781388116e+01
2.400000000000000355e+00,1.152138530822962803e+00,-2.955854503898939778e-01,-5.551959730756728106e-03,-9.512657390479256625e-01,2.719233134554718267e-01,-6.061158497449963684e-02,4.727014359927805137e-02,2.668472413119011288e-01,-2.678862243611591420e+00,-1.352311728128349699e+01,4.539059476230244972e-01,1.189451114039199009e+00,5.551959730756728106e-03,1.378589873470700056e+01,-2.678862243611591420e+00,-1.352311728128349699e+01
2.450000000000000178e+00,1.107501821616203364e+00,-2.689697131383682605e-01,-8.428817078800499019e-03,-9.324838745786571126e-01,2.459548723265903569e-01,-5.451689748576619282e-02,4.857520579497481839e-02,2.672249960336187669e-01,-1.903262190508929086e+00,-1.337648186358607738e+01,4.251750194249881432e-01,1.139695130931489331e+00,8.428817078800499019e-03,1.351120549812888072e+01,-1.903262190508929086e+00,-1.337648186358607738e+01
2.500000000000000000e+00,1.063907718383442669e+00,-2.434894600444998392e-01,-1.101362825635421316e-02,-9.131330812670702679e-01,2.209836009130584922e-01,-4.892526543354232260e-02,4.986845176531472246e-02,2.675909158023686008e-01,-1.196043585122297914e+00,-1.321139650953779388e+01,3.974510368692800721e-01,1.091415022064762042e+00,1.101362825635421316e-02,1.326542566183760208e+01,-1.196043585122297914e+00,-1.321139650953779388e+01
2.550000000000000266e+00,1.021372389357217081e+00,-2.191137510407498157e-01,-1.333072217943653826e-02,-8.933155938786779826e-01,1.970023985823398938e-01,-4.380402500312613467e-02,5.115018156498920415e-02,2.679448392903078235e-01,-5.536744885096932522e-01,-1.303184679693532644e+01,3.708138750770656467e-01,1.044611120770029933e+00,1.333072217943653826e-02,1.304360327432646294e+01,-5.536744885096932522e-01,-1.303184679693532644e+01
2.600000000000000089e+00,9.799085959135461765e-01,-1.958103652996303623e-01,-1.540282428214467814e-02,-8.731266615918186202e-01,1.739992231857152016e-01,-3.912169025972357661e-02,5.242070806052574750e-02,2.682866392452895044e-01,2.735914055310280715e-02,-1.284129841273428951e+01,3.453208497857547243e-01,9.992810192853821549e-01,1.540282428214467814e-02,1.284132755782921365e+01,2.735914055310280715e-02,-1.284129841273428951e+01
2.650000000000000355e+00,9.395258521927328799e-01,-1.735461260002597872e-01,-1.725111756163810739e-02,-8.526547347748355543e-01,1.519579180466164026e-01,-3.484803842969205756e-02,5.368035368270644009e-02,2.686162208946526464e-01,5.505275860635467922e-01,-1.264274967113757775e+01,3.210098845490854114e-01,9.554198473907578038e-01,1.725111756163810739e-02,1.265473033573083583e+01,5.505275860635467922e-01,-1.264274967113757775e+01
2.700000000000000178e+00,9.002305901663179011e-01,-1.522871913329033877e-01,-1.889530725686139334e-02,-8.319816810174577304e-01,1.308589452185363045e-01,-3.095417019112652046e-02,5.492944751660656239e-02,2.689335202945510872e-01,1.019236101682816198e+00,-1.243878037914389623e+01,2.979023330840007144e-01,9.130205387149082918e-01,1.889530725686139334e-02,1.248046872323106093e+01,1.019236101682816198e+00,-1.243878037914389623e+01
2.750000000000000000e+00,8.620263287796732232e-01,-1.319993136672404366e-01,-2.035368800067960393e-02,-8.111830237678255839e-01,1.106800326570559906e-01,-2.741254851049380881e-02,5.616832270999592980e-02,2.692385026385252234e-01,1.436807671609209969e+00,-1.223159703548076749e+01,2.760054880595558258e-01,8.720740853379280733e-01,2.035368800067960393e-02,1.231569658296180059e+01,1.436807671609209969e+00,-1.223159703548076749e+01
2.800000000000000266e+00,8.249138457872544627e-01,-1.126480688751177045e-01,-2.164321245217371015e-02,-7.903281978005473052e-01,9.139674273112977088e-02,-2.419701917516958040e-02,5.739731418019532877e-02,2.695311605391480514e-01,1.806469298648510247e+00,-1.202307441254852627e+01,2.553148052881634156e-01,8.325697810951412370e-01,2.164321245217371015e-02,1.215802819772345877e+01,1.806469298648510247e+00,-1.202307441254852627e+01
2.850000000000000089e+00,7.888913509304511518e-01,-9.419905783066244431e-02,-2.277956056447161259e-02,-7.694808165353187457e-01,7.298296920367496055e-02,-2.128281582013051912e-02,5.861675659915926290e-02,2.698115122962443935e-01,2.131341358500334238e+00,-1.181479362035243774e+01,2.358158700700251909e-01,7.944954537749455703e-01,2.277956056447161259e-02,1.200549725242460397e+01,2.131341358500334238e+00,-1.181479362035243774e+01
2.900000000000000355e+00,7.539546591747926518e-01,-7.661808211408363545e-02,-2.377720877535205446e-02,-7.486989469416409637e-01,5.541136946167408289e-02,-1.864655192805767317e-02,5.982698263652186377e-02,2.700796001645165978e-01,2.414429604027447329e+00,-1.160807678853332092e+01,2.174861303561339554e-01,7.578376861823501454e-01,2.377720877535205446e-02,1.185651369675294475e+01,2.414429604027447329e+00,-1.160807678853332092e+01
2.950000000000000178e+00,7.200973628143007010e-01,-5.987129592433829139e-02,-2.464949852454001444e-02,-7.280353884062231717e-01,3.865373838893627900e-02,-1.626620199321613530e-02,6.102832144055399949e-02,2.703354886324997319e-01,2.658619446117342022e+00,-1.140401852945164940e+01,2.002964194324761693e-01,7.225820257989886697e-01,2.464949852454001444e-02,1.170982049304556405e+01,2.658619446117342022e+00,-1.140401852945164940e+01
